State,Case number,Vehicle count,People count IN,People count OUT,Day,Month,Year,Day of week,Hour,Minute
North Carolina,370458,1,1,0,16,4,2021,6,11,18
North Carolina,370459,2,2,0,21,4,2021,4,21,8
North Carolina,370460,1,1,1,21,5,2021,6,0,9
North Carolina,370461,1,1,0,25,4,2021,1,22,13
North Carolina,370462,1,1,0,28,4,2021,4,14,58
North Carolina,370463,1,2,1,15,4,2021,5,21,48
North Carolina,370464,1,1,0,17,4,2021,7,22,16
North Carolina,370465,2,4,0,25,4,2021,1,9,47
North Carolina,370466,2,2,0,14,5,2021,6,12,45
North Carolina,370467,2,3,0,24,5,2021,2,16,9
North Carolina,370468,1,2,0,28,5,2021,6,8,26
North Carolina,370469,1,1,0,20,5,2021,5,2,37
North Carolina,370470,2,3,0,13,5,2021,5,20,35
North Carolina,370471,2,3,0,16,5,2021,1,12,50
North Carolina,370472,1,1,0,22,5,2021,7,4,3
North Carolina,370473,2,3,0,24,5,2021,2,15,54
North Carolina,370474,1,3,1,17,5,2021,2,2,7
North Carolina,370475,2,3,1,28,5,2021,6,14,35
North Carolina,370476,1,1,1,19,5,2021,4,21,20
North Carolina,370477,1,1,1,21,5,2021,6,23,27
North Carolina,370478,1,1,1,28,5,2021,6,22,28
North Carolina,370479,1,1,1,9,5,2021,1,19,43
North Carolina,370480,2,3,0,16,5,2021,1,4,34
North Carolina,370481,2,2,0,29,5,2021,7,13,53
North Carolina,370482,2,3,0,28,5,2021,6,14,22
North Carolina,370483,1,2,0,22,5,2021,7,23,38
North Carolina,370484,1,1,0,24,5,2021,2,3,7
North Carolina,370485,1,1,1,24,5,2021,2,2,45
North Carolina,370486,5,6,0,26,5,2021,4,19,5
North Carolina,370487,1,1,0,4,5,2021,3,6,57
North Carolina,370488,1,1,0,9,5,2021,1,3,29
North Carolina,370489,1,4,1,8,5,2021,7,22,10
North Carolina,370490,1,2,0,29,5,2021,7,20,2
North Carolina,370491,2,2,0,2,5,2021,1,20,18
North Carolina,370492,1,1,0,9,5,2021,1,21,52
North Carolina,370493,1,2,0,15,5,2021,7,14,50
North Carolina,370494,1,1,1,24,5,2021,2,3,17
North Carolina,370495,1,2,0,20,5,2021,5,2,41
North Carolina,370496,1,1,0,11,5,2021,3,8,59
North Carolina,370498,1,1,0,1,5,2021,7,9,31
North Carolina,370499,2,4,0,10,5,2021,2,7,31
North Carolina,370500,1,1,1,22,5,2021,7,3,39
North Carolina,370502,2,2,0,6,5,2021,5,6,5
North Carolina,370503,3,3,0,19,5,2021,4,16,6
North Carolina,370504,1,1,0,21,5,2021,6,20,58
North Carolina,370505,1,7,0,16,5,2021,1,21,55
North Carolina,370506,1,1,0,22,5,2021,7,22,47
North Carolina,370507,2,2,0,7,5,2021,6,20,49
North Carolina,370508,2,3,0,24,5,2021,2,6,33
North Carolina,370509,2,2,0,24,5,2021,2,17,21
North Carolina,370510,1,1,0,26,5,2021,4,15,28
North Carolina,370511,2,2,0,26,5,2021,4,0,31
North Carolina,370512,2,2,0,2,5,2021,1,23,53
North Carolina,370513,2,3,0,23,5,2021,1,0,34
North Carolina,370514,1,1,0,1,5,2021,7,23,29
North Carolina,370515,1,1,1,12,5,2021,4,23,5
North Carolina,370516,1,1,0,14,5,2021,6,6,34
North Carolina,370517,2,2,0,23,5,2021,1,6,41
North Carolina,370518,1,1,2,27,5,2021,5,21,40
North Carolina,370519,1,1,1,15,5,2021,7,5,11
North Carolina,370520,3,5,0,22,5,2021,7,12,11
North Carolina,370521,2,2,0,26,5,2021,4,18,7
North Carolina,370522,1,2,0,3,5,2021,2,20,4
North Carolina,370523,1,1,0,6,5,2021,5,22,41
North Carolina,370524,1,1,0,8,5,2021,7,11,15
North Carolina,370525,1,1,0,12,5,2021,4,16,50
North Carolina,370526,2,2,0,5,5,2021,4,7,21
North Carolina,370527,2,5,0,27,5,2021,5,15,25
North Carolina,370528,1,2,0,8,5,2021,7,19,32
North Carolina,370529,2,2,0,8,5,2021,7,21,5
North Carolina,370530,2,3,0,24,5,2021,2,18,20
North Carolina,370531,1,1,0,1,5,2021,7,0,25
North Carolina,370532,2,3,0,24,5,2021,2,16,7
North Carolina,370533,2,3,0,1,5,2021,7,19,52
North Carolina,370534,3,2,0,1,5,2021,7,9,45
North Carolina,370535,1,1,0,5,3,2021,6,2,14
North Carolina,370536,1,2,0,22,5,2021,7,2,59
North Carolina,370537,3,3,0,22,5,2021,7,21,49
North Carolina,370538,2,2,0,9,5,2021,1,22,4
North Carolina,370539,1,1,0,29,5,2021,7,3,44
North Carolina,370540,1,1,0,31,5,2021,2,12,37
North Carolina,370541,2,2,0,21,5,2021,6,10,6
North Carolina,370542,2,3,0,24,5,2021,2,12,15
North Carolina,370543,1,1,1,1,5,2021,7,23,23
North Carolina,370544,1,1,0,20,5,2021,5,17,34
North Carolina,370545,1,1,0,8,5,2021,7,22,44
North Carolina,370546,2,2,0,14,5,2021,6,9,2
North Carolina,370547,1,1,0,16,5,2021,1,22,43
North Carolina,370548,1,1,0,7,5,2021,6,18,21
North Carolina,370549,1,1,0,21,5,2021,6,21,17
North Carolina,370550,1,2,1,28,5,2021,6,18,22
North Carolina,370551,2,3,0,3,5,2021,2,18,8
North Carolina,370552,3,3,0,1,5,2021,7,16,24
North Carolina,370553,2,6,0,23,5,2021,1,2,30
North Carolina,370554,1,1,1,3,5,2021,2,7,35
North Carolina,370555,2,2,0,6,5,2021,5,18,53
North Carolina,370556,4,5,0,15,5,2021,7,16,28
North Carolina,370557,2,2,0,20,5,2021,5,21,22
North Carolina,370558,2,2,0,28,5,2021,6,17,51
North Carolina,370559,2,4,0,2,5,2021,1,19,1
North Carolina,370560,2,4,0,16,5,2021,1,17,56
North Carolina,370561,1,1,1,9,5,2021,1,0,46
North Carolina,370562,1,1,1,18,5,2021,3,1,23
North Carolina,370563,1,1,0,31,5,2021,2,3,42
North Carolina,370564,1,1,0,5,5,2021,4,1,23
North Carolina,370565,1,1,0,1,5,2021,7,18,49
North Carolina,370566,2,2,0,11,5,2021,3,9,1
North Carolina,370567,1,1,0,22,5,2021,7,14,26
North Carolina,370568,1,5,0,29,5,2021,7,18,5
North Carolina,370569,2,2,0,15,5,2021,7,18,36
North Carolina,370570,2,2,0,25,5,2021,3,18,38
North Carolina,370571,2,5,0,28,5,2021,6,16,13
North Carolina,370572,1,3,0,1,5,2021,7,23,49
North Carolina,370573,2,2,0,20,5,2021,5,12,36
North Carolina,370574,2,5,0,26,5,2021,4,21,1
North Carolina,370575,2,2,0,10,5,2021,2,17,4
North Carolina,370576,1,1,0,10,5,2021,2,21,52
North Carolina,370577,1,2,0,22,5,2021,7,11,49
North Carolina,370578,1,1,0,23,5,2021,1,0,15
North Carolina,370579,1,3,0,25,5,2021,3,17,50
North Carolina,370580,1,2,0,3,5,2021,2,12,16
North Carolina,370581,2,3,0,7,5,2021,6,23,45
North Carolina,370582,2,3,0,13,5,2021,5,12,2
North Carolina,370583,2,4,0,16,5,2021,1,22,5
North Carolina,370584,1,3,0,24,5,2021,2,16,34
North Carolina,370585,1,1,0,25,5,2021,3,1,0
North Carolina,370586,4,9,0,1,5,2021,7,16,21
North Carolina,370587,2,6,0,2,5,2021,1,15,49
North Carolina,370588,2,2,0,31,5,2021,2,12,46
North Carolina,370589,1,1,0,30,5,2021,1,17,52
North Carolina,370590,2,2,0,8,5,2021,7,16,40
North Carolina,370591,1,3,0,7,5,2021,6,2,17
North Carolina,370592,1,1,0,14,5,2021,6,21,27
North Carolina,370593,3,4,0,25,5,2021,3,11,20
North Carolina,370594,1,1,0,10,5,2021,2,17,33
North Carolina,370595,2,2,0,14,5,2021,6,16,16
North Carolina,370596,2,5,0,19,5,2021,4,12,22
North Carolina,370597,1,1,0,19,5,2021,4,18,40
North Carolina,370598,1,2,1,12,6,2021,7,5,24
North Carolina,370599,1,1,0,28,6,2021,2,20,28
North Carolina,370600,2,2,0,11,6,2021,6,16,15
North Carolina,370601,1,1,0,4,6,2021,6,18,58
North Carolina,370602,2,3,0,3,6,2021,5,13,50
North Carolina,370603,2,3,0,11,6,2021,6,11,48
North Carolina,370604,2,2,0,15,6,2021,3,19,8
North Carolina,370605,2,2,0,7,6,2021,2,11,17
North Carolina,370606,2,2,0,27,6,2021,1,17,30
North Carolina,370607,2,2,0,8,6,2021,3,22,45
North Carolina,370608,2,7,0,5,6,2021,7,4,47
North Carolina,370609,2,2,0,17,6,2021,5,19,4
North Carolina,370610,1,1,0,26,6,2021,7,1,12
North Carolina,370611,1,1,0,22,6,2021,3,12,40
North Carolina,370612,2,3,0,28,6,2021,2,17,0
North Carolina,370613,1,1,1,5,6,2021,7,20,48
North Carolina,370614,1,1,1,12,6,2021,7,3,2
North Carolina,370615,3,3,0,11,6,2021,6,13,59
North Carolina,370616,2,4,0,23,6,2021,4,3,23
North Carolina,370617,1,2,0,27,6,2021,1,14,30
North Carolina,370618,1,3,0,29,6,2021,3,0,53
North Carolina,370619,1,1,1,3,6,2021,5,11,17
North Carolina,370620,1,1,0,6,6,2021,1,2,19
North Carolina,370621,1,1,1,4,6,2021,6,7,31
North Carolina,370622,1,1,0,15,6,2021,3,7,42
North Carolina,370623,2,2,0,30,6,2021,4,13,26
North Carolina,370624,1,1,3,1,6,2021,3,22,25
North Carolina,370625,1,1,0,4,6,2021,6,2,7
North Carolina,370626,2,2,0,19,6,2021,7,13,11
North Carolina,370627,1,6,0,10,6,2021,5,1,53
North Carolina,370628,2,3,0,12,6,2021,7,19,46
North Carolina,370629,1,1,1,21,6,2021,2,21,50
North Carolina,370630,1,1,1,21,6,2021,2,21,10
North Carolina,370631,2,2,0,18,6,2021,6,21,38
North Carolina,370632,1,1,0,10,6,2021,5,14,3
North Carolina,370633,2,3,0,13,6,2021,1,23,2
North Carolina,370634,1,1,0,10,6,2021,5,2,48
North Carolina,370635,1,2,0,12,6,2021,7,1,19
North Carolina,370636,1,1,0,4,6,2021,6,18,6
North Carolina,370637,1,1,0,6,6,2021,1,20,29
North Carolina,370638,3,4,0,21,6,2021,2,12,5
North Carolina,370639,2,2,0,19,6,2021,7,16,2
North Carolina,370640,3,5,0,26,6,2021,7,21,28
North Carolina,370641,2,2,0,4,6,2021,6,20,56
North Carolina,370642,1,1,0,19,6,2021,7,12,55
North Carolina,370643,2,2,0,1,6,2021,3,8,43
North Carolina,370644,1,1,0,10,6,2021,5,14,45
North Carolina,370645,2,2,0,14,6,2021,2,18,11
North Carolina,370646,5,7,0,22,6,2021,3,16,22
North Carolina,370647,1,4,0,25,6,2021,6,18,52
North Carolina,370648,3,3,0,25,6,2021,6,17,14
North Carolina,370649,1,1,0,17,6,2021,5,12,56
North Carolina,370650,2,3,0,30,6,2021,4,23,8
North Carolina,370651,1,3,0,7,6,2021,2,23,30
North Carolina,370652,2,2,0,24,6,2021,5,10,21
North Carolina,370653,2,2,0,24,6,2021,5,1,43
North Carolina,370654,2,1,0,6,6,2021,1,7,9
North Carolina,370655,1,1,0,11,6,2021,6,19,10
North Carolina,370656,1,1,0,12,6,2021,7,14,16
North Carolina,370657,1,1,0,21,6,2021,2,15,38
North Carolina,370658,1,1,0,10,6,2021,5,14,53
North Carolina,370659,1,1,1,24,6,2021,5,17,22
North Carolina,370660,2,4,0,30,6,2021,4,20,24
North Carolina,370661,2,4,0,25,6,2021,6,18,45
North Carolina,370662,3,3,0,3,6,2021,5,10,40
North Carolina,370663,1,1,0,24,6,2021,5,22,0
North Carolina,370664,2,2,0,4,6,2021,6,21,32
North Carolina,370665,1,2,0,4,6,2021,6,1,11
North Carolina,370666,3,3,0,7,6,2021,2,16,52
North Carolina,370667,1,1,0,25,6,2021,6,20,8
North Carolina,370668,2,2,0,14,6,2021,2,6,54
North Carolina,370669,3,4,0,19,6,2021,7,15,53
North Carolina,370670,1,1,0,12,6,2021,7,6,30
North Carolina,370671,2,2,0,14,6,2021,2,15,57
North Carolina,370672,1,1,1,3,6,2021,5,8,29
North Carolina,370673,2,5,0,6,6,2021,1,17,28
North Carolina,370674,1,2,0,7,6,2021,2,1,59
North Carolina,370675,2,4,0,14,6,2021,2,20,57
North Carolina,370676,1,1,1,17,6,2021,5,13,3
North Carolina,370677,1,2,0,18,6,2021,6,19,44
North Carolina,370678,1,1,1,27,6,2021,1,2,13
North Carolina,370679,1,1,0,28,6,2021,2,21,38
North Carolina,370680,1,1,0,29,6,2021,3,23,50
North Carolina,370681,1,1,0,29,6,2021,3,14,6
North Carolina,370682,2,2,0,28,6,2021,2,20,51
North Carolina,370683,1,1,0,13,6,2021,1,17,55
North Carolina,370684,2,4,0,23,6,2021,4,10,19
North Carolina,370685,1,2,0,3,6,2021,5,18,3
North Carolina,370686,2,3,0,24,6,2021,5,12,37
North Carolina,370687,2,3,0,28,6,2021,2,19,22
North Carolina,370688,1,1,0,28,6,2021,2,16,30
North Carolina,370690,1,1,1,11,6,2021,6,22,37
North Carolina,370691,1,1,0,13,6,2021,1,17,44
North Carolina,370692,1,1,0,27,6,2021,1,2,23
North Carolina,370693,1,1,0,14,6,2021,2,19,50
North Carolina,370694,1,1,0,29,6,2021,3,13,45
North Carolina,370695,1,1,1,7,6,2021,2,14,57
North Carolina,370696,1,1,1,27,6,2021,1,21,46
North Carolina,370697,2,6,0,3,6,2021,5,11,43
North Carolina,370698,1,1,1,22,6,2021,3,21,1
North Carolina,370699,1,1,0,7,6,2021,2,21,53
North Carolina,370700,2,1,0,3,6,2021,5,16,45
North Carolina,370701,1,3,0,4,6,2021,6,22,12
North Carolina,370702,1,1,1,28,6,2021,2,1,11
North Carolina,370703,1,2,0,9,6,2021,4,21,36
North Carolina,370704,2,4,0,14,6,2021,2,6,52
North Carolina,370705,1,1,0,18,6,2021,6,21,18
North Carolina,370706,1,1,0,27,6,2021,1,0,19
North Carolina,370707,1,2,0,14,6,2021,2,6,55
North Carolina,370708,1,2,1,23,6,2021,4,23,59
North Carolina,370709,2,2,0,1,6,2021,3,16,4
North Carolina,370710,2,1,0,8,6,2021,3,1,55
North Carolina,370711,2,4,0,19,6,2021,7,18,17
North Carolina,370712,2,2,0,19,6,2021,7,14,23
North Carolina,370713,1,2,0,10,6,2021,5,13,43
North Carolina,370714,2,3,0,1,6,2021,3,10,33
North Carolina,370715,2,2,0,4,6,2021,6,10,47
North Carolina,370716,1,1,0,13,6,2021,1,4,20
North Carolina,370717,2,4,0,30,6,2021,4,15,24
North Carolina,370718,1,1,0,27,6,2021,1,20,48
North Carolina,370719,1,2,0,13,6,2021,1,22,22
North Carolina,370720,2,3,0,26,6,2021,7,12,46
North Carolina,370721,2,3,0,8,6,2021,3,15,14
North Carolina,370723,2,4,0,6,6,2021,1,18,36
North Carolina,370724,2,2,0,5,6,2021,7,2,42
North Carolina,370725,2,6,0,24,6,2021,5,19,32
North Carolina,370726,2,2,0,30,6,2021,4,22,17
North Carolina,370727,1,2,0,11,6,2021,6,23,3
North Carolina,370728,2,2,0,23,6,2021,4,21,41
North Carolina,370729,2,2,0,17,6,2021,5,4,29
North Carolina,370730,1,1,0,22,6,2021,3,12,15
North Carolina,370731,2,2,0,3,6,2021,5,7,51
North Carolina,370732,2,3,0,29,6,2021,3,6,53
North Carolina,370733,1,1,0,9,6,2021,4,12,18
North Carolina,370734,1,2,0,22,6,2021,3,17,10
North Carolina,370735,2,3,0,3,7,2021,7,12,59
North Carolina,370736,1,1,1,2,7,2021,6,16,40
North Carolina,370737,2,3,0,16,7,2021,6,10,34
North Carolina,370738,1,1,0,25,7,2021,1,4,51
North Carolina,370739,1,1,0,28,7,2021,4,6,38
North Carolina,370740,2,4,0,17,7,2021,7,10,15
North Carolina,370741,1,5,0,26,7,2021,2,18,7
North Carolina,370742,1,2,0,21,7,2021,4,22,27
North Carolina,370743,1,1,0,16,7,2021,6,4,46
North Carolina,370744,2,3,0,30,7,2021,6,18,57
North Carolina,370745,2,2,0,3,7,2021,7,13,13
North Carolina,370746,1,1,0,13,7,2021,3,22,33
North Carolina,370747,2,2,0,27,7,2021,3,11,34
North Carolina,370748,1,2,1,31,7,2021,7,6,36
North Carolina,370749,1,1,1,5,7,2021,2,10,18
North Carolina,370750,1,1,0,20,7,2021,3,17,29
North Carolina,370751,1,1,0,11,7,2021,1,6,12
North Carolina,370752,1,1,0,10,7,2021,7,13,54
North Carolina,370753,1,1,0,2,7,2021,6,17,52
North Carolina,370754,2,3,0,12,7,2021,2,11,33
North Carolina,370755,2,6,0,23,7,2021,6,16,27
North Carolina,370756,2,5,0,31,7,2021,7,16,25
North Carolina,370757,1,2,0,2,7,2021,6,13,45
North Carolina,370758,5,12,0,2,7,2021,6,13,50
North Carolina,370759,1,1,0,6,7,2021,3,19,0
North Carolina,370760,1,1,1,19,7,2021,2,22,40
North Carolina,370761,2,2,0,25,7,2021,1,1,10
North Carolina,370762,4,11,0,24,7,2021,7,13,48
North Carolina,370763,2,3,0,23,7,2021,6,16,32
North Carolina,370764,8,12,0,1,7,2021,5,10,4
North Carolina,370765,1,3,0,25,7,2021,1,20,44
North Carolina,370766,2,3,0,11,7,2021,1,2,8
North Carolina,370767,1,1,0,11,7,2021,1,7,28
North Carolina,370768,1,1,0,22,7,2021,5,7,3
North Carolina,370769,2,1,0,22,7,2021,5,13,13
North Carolina,370770,5,7,0,10,7,2021,7,11,49
North Carolina,370771,1,1,1,11,7,2021,1,22,30
North Carolina,370772,1,1,0,13,7,2021,3,21,16
North Carolina,370773,2,2,0,7,7,2021,4,11,47
North Carolina,370774,1,3,0,26,7,2021,2,2,28
North Carolina,370775,6,4,0,14,7,2021,4,16,9
North Carolina,370776,1,1,0,17,7,2021,7,2,5
North Carolina,370777,1,1,0,10,7,2021,7,2,27
North Carolina,370778,2,4,0,9,7,2021,6,15,24
North Carolina,370779,2,3,0,13,7,2021,3,16,34
North Carolina,370780,3,5,0,28,7,2021,4,11,13
North Carolina,370781,2,3,0,31,7,2021,7,17,50
North Carolina,370782,1,1,0,28,7,2021,4,17,9
North Carolina,370783,5,7,0,30,7,2021,6,12,57
North Carolina,370784,1,1,0,3,7,2021,7,1,55
North Carolina,370785,1,2,0,14,7,2021,4,18,5
North Carolina,370786,1,1,0,8,7,2021,5,14,9
North Carolina,370787,1,1,1,14,7,2021,4,20,48
North Carolina,370788,2,3,0,25,7,2021,1,1,7
North Carolina,370789,2,3,0,23,7,2021,6,13,1
North Carolina,370790,1,4,0,3,7,2021,7,2,25
North Carolina,370791,1,1,1,3,7,2021,7,21,17
North Carolina,370792,2,2,0,5,7,2021,2,22,41
North Carolina,370794,1,1,0,6,7,2021,3,23,15
North Carolina,370795,2,2,0,11,7,2021,1,2,2
North Carolina,370796,2,2,0,21,7,2021,4,8,33
North Carolina,370797,1,1,1,23,7,2021,6,22,3
North Carolina,370798,1,2,0,11,7,2021,1,20,14
North Carolina,370799,1,1,1,16,7,2021,6,15,2
North Carolina,370800,3,4,0,30,7,2021,6,14,27
North Carolina,370801,1,1,0,31,7,2021,7,16,59
North Carolina,370802,2,4,0,21,7,2021,4,20,30
North Carolina,370803,1,2,0,4,7,2021,1,12,6
North Carolina,370804,1,4,0,25,7,2021,1,16,48
North Carolina,370805,1,1,1,4,7,2021,1,22,1
North Carolina,370806,1,1,1,6,7,2021,3,20,15
North Carolina,370807,1,1,0,23,7,2021,6,18,20
North Carolina,370808,1,1,0,27,7,2021,3,23,11
North Carolina,370809,1,4,1,22,7,2021,5,22,10
North Carolina,370810,1,1,1,4,7,2021,1,23,38
North Carolina,370811,2,2,1,10,7,2021,7,2,42
North Carolina,370812,1,1,0,3,7,2021,7,14,9
North Carolina,370813,1,1,1,5,7,2021,2,4,15
North Carolina,370814,2,4,0,9,7,2021,6,22,12
North Carolina,370815,1,2,0,17,7,2021,7,20,22
North Carolina,370816,1,2,0,26,7,2021,2,21,45
North Carolina,370817,2,3,1,26,7,2021,2,2,26
North Carolina,370818,1,1,1,31,7,2021,7,0,45
North Carolina,370819,1,1,1,31,7,2021,7,2,58
North Carolina,370820,2,5,0,2,7,2021,6,15,27
North Carolina,370821,1,1,0,11,7,2021,1,16,6
North Carolina,370822,1,2,0,12,7,2021,2,7,39
North Carolina,370823,3,8,0,17,7,2021,7,19,8
North Carolina,370824,1,2,0,25,7,2021,1,19,51
North Carolina,370825,1,2,0,25,7,2021,1,8,26
North Carolina,370826,2,3,0,9,7,2021,6,20,48
North Carolina,370827,1,2,0,12,7,2021,2,12,8
North Carolina,370828,1,1,1,14,7,2021,4,5,29
North Carolina,370829,2,3,0,1,7,2021,5,6,40
North Carolina,370830,1,1,1,8,7,2021,5,6,35
North Carolina,370831,1,1,0,28,7,2021,4,10,56
North Carolina,370832,1,3,0,2,7,2021,6,21,57
North Carolina,370833,1,2,0,18,7,2021,1,19,38
North Carolina,370834,2,2,0,29,7,2021,5,11,17
North Carolina,370835,2,2,0,4,7,2021,1,14,44
North Carolina,370836,1,2,0,11,7,2021,1,11,46
North Carolina,370837,1,1,0,23,7,2021,6,21,5
North Carolina,370838,2,10,0,21,7,2021,4,14,15
North Carolina,370839,2,2,0,1,7,2021,5,4,11
North Carolina,370840,1,1,0,4,7,2021,1,22,2
North Carolina,370841,3,3,0,26,7,2021,2,22,40
North Carolina,370842,1,1,0,18,7,2021,1,15,55
North Carolina,370843,2,3,0,1,7,2021,5,19,50
North Carolina,370844,1,3,1,19,7,2021,2,17,34
North Carolina,370845,2,3,0,12,7,2021,2,13,16
North Carolina,370846,2,3,0,19,7,2021,2,11,54
North Carolina,370847,1,2,0,1,7,2021,5,6,2
North Carolina,370848,1,1,0,1,7,2021,5,20,48
North Carolina,370849,1,3,1,10,7,2021,7,1,44
North Carolina,370850,1,3,0,16,7,2021,6,11,39
North Carolina,370851,1,1,0,24,7,2021,7,7,53
North Carolina,370852,1,1,0,1,7,2021,5,17,1
North Carolina,370853,2,2,0,21,7,2021,4,12,54
North Carolina,370854,2,3,0,3,7,2021,7,7,29
North Carolina,370855,2,2,0,1,7,2021,5,8,42
North Carolina,370856,2,7,0,28,7,2021,4,2,43
North Carolina,370857,1,1,0,2,7,2021,6,13,55
North Carolina,370858,3,5,0,8,7,2021,5,12,25
North Carolina,370859,2,2,0,21,7,2021,4,14,28
North Carolina,370860,1,7,0,23,7,2021,6,7,33
North Carolina,370861,1,1,0,11,7,2021,1,0,57
North Carolina,370862,1,1,0,16,7,2021,6,19,21
North Carolina,370863,2,2,1,21,7,2021,4,11,22
North Carolina,370864,1,1,0,2,7,2021,6,22,47
North Carolina,370865,1,1,0,4,7,2021,1,17,44
North Carolina,370866,2,4,0,27,7,2021,3,14,10
North Carolina,370867,1,1,0,11,7,2021,1,17,0
North Carolina,370868,1,1,1,18,7,2021,1,21,10
North Carolina,370869,5,8,0,3,7,2021,7,22,10
North Carolina,370870,1,1,0,30,7,2021,6,18,41
North Carolina,370871,1,1,0,12,8,2021,5,16,55
North Carolina,370872,2,3,0,29,8,2021,1,22,20
North Carolina,370873,2,2,0,18,8,2021,4,20,32
North Carolina,370874,1,1,1,11,8,2021,4,2,47
North Carolina,370875,1,2,0,5,8,2021,5,6,56
North Carolina,370877,2,2,0,24,8,2021,3,18,35
North Carolina,370878,2,2,0,4,8,2021,4,1,48
North Carolina,370879,1,5,0,3,8,2021,3,0,12
North Carolina,370880,1,1,0,21,8,2021,7,12,3
North Carolina,370881,2,6,0,27,8,2021,6,20,50
North Carolina,370882,2,2,0,23,8,2021,2,13,47
North Carolina,370883,1,1,0,30,8,2021,2,21,2
North Carolina,370884,1,1,0,1,8,2021,1,11,42
North Carolina,370885,1,2,0,4,8,2021,4,21,58
North Carolina,370886,2,3,0,7,8,2021,7,21,8
North Carolina,370887,2,3,0,12,8,2021,5,4,20
North Carolina,370888,1,1,0,28,8,2021,7,5,14
North Carolina,370889,1,1,0,21,8,2021,7,8,22
North Carolina,370890,1,1,1,30,8,2021,2,18,13
North Carolina,370891,3,4,0,8,8,2021,1,8,42
North Carolina,370892,1,1,0,21,8,2021,7,18,53
North Carolina,370893,1,1,0,18,8,2021,4,14,47
North Carolina,370894,2,2,0,3,8,2021,3,6,31
North Carolina,370895,2,3,0,3,8,2021,3,1,11
North Carolina,370896,2,2,0,17,8,2021,3,5,57
North Carolina,370897,2,2,1,27,8,2021,6,16,10
North Carolina,370898,1,1,0,6,8,2021,6,13,1
North Carolina,370899,2,7,0,21,8,2021,7,23,16
North Carolina,370900,2,2,0,29,8,2021,1,8,24
North Carolina,370901,1,1,2,4,8,2021,4,23,26
North Carolina,370902,2,2,0,2,8,2021,2,21,28
North Carolina,370903,1,3,0,15,8,2021,1,20,20
North Carolina,370904,2,2,0,20,8,2021,6,17,7
North Carolina,370905,1,1,1,25,8,2021,4,8,21
North Carolina,370906,1,1,0,15,8,2021,1,8,2
North Carolina,370907,1,1,0,3,8,2021,3,21,46
North Carolina,370908,1,1,0,24,8,2021,3,16,43
North Carolina,370909,2,4,0,11,8,2021,4,20,39
North Carolina,370910,1,2,1,22,8,2021,1,19,32
North Carolina,370911,1,2,0,7,8,2021,7,23,47
North Carolina,370912,1,1,1,13,8,2021,6,21,37
North Carolina,370913,3,3,1,25,8,2021,4,20,6
North Carolina,370914,4,5,0,28,8,2021,7,21,49
North Carolina,370915,1,2,0,22,8,2021,1,2,51
North Carolina,370916,1,1,0,28,8,2021,7,14,38
North Carolina,370917,1,1,0,2,8,2021,2,11,47
North Carolina,370918,2,2,0,5,8,2021,5,12,59
North Carolina,370919,1,1,0,16,8,2021,2,16,29
North Carolina,370920,3,3,0,31,8,2021,3,10,13
North Carolina,370921,1,1,1,21,8,2021,7,18,5
North Carolina,370922,2,3,0,22,8,2021,1,20,47
North Carolina,370923,2,5,0,13,8,2021,6,22,53
North Carolina,370924,1,1,0,4,8,2021,4,6,36
North Carolina,370925,2,4,0,5,8,2021,5,17,12
North Carolina,370926,2,3,0,7,8,2021,7,10,6
North Carolina,370927,2,3,0,20,8,2021,6,15,35
North Carolina,370928,1,1,0,23,8,2021,2,19,45
North Carolina,370929,4,4,0,16,8,2021,2,16,23
North Carolina,370930,1,1,0,16,8,2021,2,1,18
North Carolina,370931,2,4,0,17,8,2021,3,12,17
North Carolina,370932,1,4,0,1,8,2021,1,2,27
North Carolina,370933,2,2,0,4,8,2021,4,13,10
North Carolina,370934,2,2,0,5,8,2021,5,19,6
North Carolina,370935,1,2,0,8,8,2021,1,2,41
North Carolina,370936,2,3,0,21,8,2021,7,2,12
North Carolina,370937,1,1,0,22,8,2021,1,11,47
North Carolina,370938,2,2,0,28,8,2021,7,16,12
North Carolina,370939,2,2,0,28,8,2021,7,22,20
North Carolina,370940,2,4,0,28,8,2021,7,2,15
North Carolina,370941,1,2,0,31,8,2021,3,1,6
North Carolina,370942,1,2,0,14,8,2021,7,11,35
North Carolina,370943,1,1,1,10,8,2021,3,20,30
North Carolina,370944,1,1,0,8,8,2021,1,20,49
North Carolina,370945,1,2,0,20,8,2021,6,0,46
North Carolina,370946,1,1,1,12,8,2021,5,21,31
North Carolina,370947,1,1,0,4,8,2021,4,7,23
North Carolina,370948,1,1,0,14,8,2021,7,16,7
North Carolina,370949,2,2,0,26,8,2021,5,9,15
North Carolina,370950,1,1,0,18,8,2021,4,11,32
North Carolina,370951,2,3,3,5,8,2021,5,12,13
North Carolina,370952,1,1,0,6,8,2021,6,12,27
North Carolina,370953,1,2,0,1,8,2021,1,3,46
North Carolina,370954,1,1,0,6,8,2021,6,17,59
North Carolina,370955,1,1,0,16,8,2021,2,3,22
North Carolina,370956,1,1,0,26,8,2021,5,23,57
North Carolina,370957,1,1,0,6,8,2021,6,17,43
North Carolina,370958,1,2,1,1,8,2021,1,21,0
North Carolina,370959,2,2,0,7,8,2021,7,5,17
North Carolina,370960,1,1,0,1,8,2021,1,13,51
North Carolina,370961,2,2,0,13,8,2021,6,19,54
